country,fullName,clubName,position,counterGames,counterGoals
Англия,Медведев Арсений Эдуардович,Арсенал,attacker,102,19
Аргентина,Соловьёв Арсений Борисович,Бавария,attacker,161,5
Нидерланды,Куликов Степан Иванович,Бавария,attacker,74,73
Германия,Иванов Илья Тарасович,Зенит,defender,143,62
Бразилия,Зайцев Анатолий Васильевич,Локомотив,halfdefender,171,39
Испания,Яковлев Роман Андреевич,Реал Мадрид,attacker,161,34
Португалия,Васильев Даниил Сергеевич,Локомотив,defender,44,35
Россия,Лазарев Валерий Ильич,Манчестер Сити,halfdefender,76,11
Испания,Беляев Олег Германович,Реал Мадрид,attacker,174,15
Португалия,Романов Валерий Олегович,Спартак,defender,123,63
Аргентина,Тарасов Степан Николаевич,Бавария,halfdefender,29,17
Англия,Егоров Егор Маркович,Спартак,defender,116,30
Нидерланды,Захаров Дмитрий Ильич,ЦСКА,halfdefender,20,20
Португалия,Соловьёв Константин Антонович,Зенит,halfdefender,139,10
Германия,Кузнецов Олег Иванович,Спартак,halfdefender,69,35
Германия,Зайцев Денис Георгиевич,Ливерпуль,defender,38,1
Нидерланды,Макаров Андрей Семёнович,Барселона,halfdefender,70,56
Испания,Фёдоров Сергей Геннадьевич,Ливерпуль,attacker,75,20
Россия,Кузнецов Константин Рустамович,Спартак,defender,112,76
Аргентина,Сидоров Кирилл Тимофеевич,Ливерпуль,defender,18,8
Англия,Кузнецов Виктор Егорович,Бавария,defender,53,37
Аргентина,Лебедев Артём Анатольевич,ЦСКА,halfdefender,175,78
Россия,Орлов Михаил Арсеньевич,Бавария,halfdefender,19,8
Португалия,Петров Никита Тимофеевич,Ливерпуль,defender,86,23
Германия,Куликов Фёдор Константинович,Зенит,defender,112,90
Франция,Блинов Владимир Ильич,Арсенал,halfdefender,177,15
Португалия,Попов Руслан Степанович,Манчестер Сити,defender,92,81
Англия,Сидоров Тихон Викторович,Реал Мадрид,attacker,78,14
Нидерланды,Медведев Юрий Эльдарович,Арсенал,defender,22,6
Испания,Рябов Валерий Вячеславович,Реал Мадрид,attacker,110,83
Италия,Тарасов Фёдор Эдуардович,Барселона,halfdefender,65,0
Бразилия,Павлов Кирилл Алексеевич,Ливерпуль,goalkeeper,115,-79
Нидерланды,Борисов Андрей Максимович,Барселона,defender,60,19
Россия,Медведев Юрий Андреевич,Ливерпуль,attacker,111,19
Испания,Куликов Дмитрий Георгиевич,ПСЖ,defender,112,68
Россия,Захаров Арсений Никитич,ПСЖ,defender,50,15
Англия,Савельев Илья Геннадьевич,Динамо,halfdefender,136,22
Португалия,Степанов Артём Геннадьевич,Бавария,defender,34,1
Аргентина,Козлов Антон Маркович,Манчестер Сити,defender,108,14
Россия,Лебедев Пётр Николаевич,Бавария,halfdefender,30,13
Аргентина,Кудрявцев Андрей Владимирович,Спартак,defender,5,4
Франция,Попов Кирилл Денисович,ПСЖ,attacker,137,2
Россия,Савельев Анатолий Вячеславович,Манчестер Сити,defender,30,18
Германия,Воробьёв Тимофей Егорович,Бавария,halfdefender,14,5
Англия,Сидоров Георгий Константинович,Динамо,defender,143,36
Россия,Новиков Дмитрий Тимофеевич,Реал Мадрид,halfdefender,137,17
Аргентина,Куликов Андрей Рустамович,Зенит,defender,75,42
Испания,Савельев Владимир Михайлович,Барселона,halfdefender,76,71
Бразилия,Сидоров Пётр Тимофеевич,ПСЖ,defender,17,5
Италия,Макаров Матвей Михайлович,Ювентус,halfdefender,114,70
Англия,Лебедев Тихон Олегович,Бавария,defender,54,48
Италия,Алексеев Виктор Арсеньевич,ЦСКА,defender,13,1
Англия,Блинов Андрей Егорович,ПСЖ,defender,115,28
Испания,Филиппов Егор Михайлович,ЦСКА,goalkeeper,71,-4
Аргентина,Савельев Егор Германович,Динамо,defender,26,24
Португалия,Барсуков Александр Тимофеевич,Манчестер Сити,attacker,96,76
Испания,Алексеев Антон Равильевич,Спартак,defender,124,43
Португалия,Попов Пётр Денисович,Локомотив,defender,111,79
Аргентина,Рябов Иван Витальевич,Зенит,defender,153,68
Португалия,Орлов Глеб Евгеньевич,Бавария,attacker,154,66
Россия,Антонов Егор Викторович,Спартак,goalkeeper,111,-45
Германия,Кузнецов Никита Борисович,Арсенал,halfdefender,33,9
Бразилия,Морозов Илья Ильич,ПСЖ,defender,139,2
Германия,Яковлев Дмитрий Борисович,Бавария,defender,2,2
Португалия,Кузнецов Тимофей Петрович,Локомотив,goalkeeper,44,-2
Испания,Данилов Александр Анатольевич,Спартак,defender,61,1
Англия,Савельев Ярослав Георгиевич,Зенит,halfdefender,23,0
Нидерланды,Захаров Пётр Витальевич,Спартак,defender,32,10
Аргентина,Блинов Павел Эльдарович,Ливерпуль,defender,0,0
Италия,Морозов Фёдор Антонович,ПСЖ,defender,52,29
Нидерланды,Лебедев Анатолий Равильевич,ПСЖ,attacker,40,33
Испания,Зайцев Дмитрий Сергеевич,ПСЖ,halfdefender,113,21
Испания,Кудрявцев Вадим Ильич,Ливерпуль,attacker,135,23
Россия,Блинов Павел Васильевич,Ювентус,attacker,55,42
Аргентина,Филиппов Денис Александрович,Арсенал,halfdefender,76,41
Бразилия,Тарасов Вадим Денисович,Бавария,halfdefender,40,20
Нидерланды,Захаров Антон Аркадьевич,Спартак,defender,68,47
Германия,Шестаков Михаил Кириллович,Ливерпуль,attacker,96,74
Италия,Николаев Сергей Денисович,Зенит,attacker,156,43
Португалия,Титов Юрий Тимофеевич,Бавария,halfdefender,178,68
Франция,Шестаков Тихон Евгеньевич,Реал Мадрид,halfdefender,8,1
Германия,Данилов Александр Геннадьевич,Арсенал,halfdefender,55,55
Нидерланды,Шестаков Денис Фёдорович,Реал Мадрид,defender,141,88
Германия,Гордеев Никита Русланович,Ливерпуль,halfdefender,126,35
Бразилия,Орлов Илья Валерьевич,Спартак,defender,74,12
Аргентина,Иванов Глеб Валерьевич,Зенит,defender,2,1
Франция,Яковлев Юрий Олегович,Ливерпуль,halfdefender,83,52
Бразилия,Барсуков Станислав Тимофеевич,Реал Мадрид,attacker,100,8
Бразилия,Шестаков Иван Ярославович,Ливерпуль,defender,163,39
Англия,Степанов Никита Витальевич,Ливерпуль,halfdefender,179,13
Франция,Яковлев Кирилл Петрович,Ливерпуль,goalkeeper,111,-95
Италия,Николаев Вячеслав Евгеньевич,Спартак,halfdefender,32,26
Аргентина,Новиков Юрий Григорьевич,ЦСКА,defender,90,24
Италия,Беляев Матвей Евгеньевич,Ювентус,goalkeeper,133,-95
Португалия,Воробьёв Иван Павлович,Зенит,halfdefender,150,22
Аргентина,Борисов Дмитрий Тимофеевич,ЦСКА,defender,152,50
Германия,Фомин Ярослав Юрьевич,Ливерпуль,attacker,152,50
Англия,Попов Дмитрий Геннадьевич,Ювентус,halfdefender,63,57
Испания,Борисов Тимофей Викторович,Динамо,defender,29,16
Англия,Попов Андрей Борисович,Бавария,attacker,62,3
Нидерланды,Гордеев Олег Эдуардович,Арсенал,attacker,163,9
Россия,Тарасов Иван Маркович,ЦСКА,attacker,7,1
Испания,Морозов Юрий Радмирович,Арсенал,goalkeeper,115,-96
Нидерланды,Григорьев Михаил Валентинович,ЦСКА,halfdefender,143,62
Бразилия,Марков Тихон Михайлович,Манчестер Сити,attacker,73,4
Россия,Лазарев Артём Данилович,Локомотив,halfdefender,42,17
Россия,Павлов Антон Равильевич,Ювентус,halfdefender,66,1
Франция,Гаврилов Егор Викторович,Бавария,halfdefender,179,68
Португалия,Степанов Илья Тарасович,Ювентус,defender,71,29
Франция,Рябов Степан Ярославович,Ювентус,attacker,73,40
Англия,Зайцев Павел Леонидович,Бавария,attacker,1,1
Германия,Павлов Григорий Кириллович,Локомотив,attacker,131,8
Англия,Зайцев Пётр Русланович,Арсенал,defender,116,2
Аргентина,Михайлов Матвей Дмитриевич,Арсенал,defender,146,51
Англия,Новиков Григорий Русланович,Ювентус,halfdefender,129,75
Испания,Гаврилов Сергей Романович,Арсенал,defender,138,2
Италия,Смирнов Вячеслав Вадимович,Локомотив,defender,101,24
Бразилия,Попов Юрий Ильич,Бавария,defender,103,56
Германия,Гордеев Кирилл Дмитриевич,Реал Мадрид,attacker,76,21
Нидерланды,Степанов Владимир Радмирович,Реал Мадрид,attacker,86,47
Нидерланды,Беляев Юрий Семёнович,Динамо,goalkeeper,90,-23
Италия,Николаев Тимофей Петрович,Манчестер Сити,defender,15,10
Россия,Егоров Максим Михайлович,Зенит,halfdefender,54,41
Аргентина,Попов Иван Эльдарович,Спартак,attacker,148,82
Италия,Семёнов Владимир Игоревич,ПСЖ,halfdefender,50,27
Германия,Степанов Иван Владимирович,Бавария,halfdefender,99,83
Бразилия,Романов Тимофей Георгиевич,ПСЖ,defender,155,85
Германия,Морозов Кирилл Равильевич,Ювентус,halfdefender,157,51
Россия,Марков Степан Константинович,Ливерпуль,defender,155,67
Испания,Алексеев Ярослав Васильевич,Зенит,halfdefender,2,2
Германия,Марков Степан Русланович,Арсенал,attacker,110,37
Франция,Медведев Юрий Эдуардович,Манчестер Сити,halfdefender,37,3
Португалия,Козлов Валерий Ярославович,Зенит,goalkeeper,34,-18
Франция,Яковлев Дмитрий Александрович,Манчестер Сити,goalkeeper,59,-40
Бразилия,Орлов Пётр Геннадьевич,Локомотив,attacker,91,90
Россия,Яковлев Ярослав Тимофеевич,Арсенал,goalkeeper,137,-41
Аргентина,Морозов Сергей Никитич,Арсенал,attacker,47,28
Италия,Григорьев Дмитрий Германович,Зенит,goalkeeper,74,-60
Аргентина,Блинов Виктор Георгиевич,Ливерпуль,halfdefender,94,1
Италия,Касаткин Анатолий Алексеевич,Спартак,defender,160,82
Нидерланды,Гаврилов Георгий Ярославович,Манчестер Сити,halfdefender,166,81
Англия,Николаев Григорий Юрьевич,ПСЖ,attacker,137,32
Аргентина,Козлов Пётр Ярославович,Манчестер Сити,goalkeeper,128,-25
Англия,Сидоров Станислав Александрович,Спартак,defender,38,16
Германия,Соколов Лев Константинович,ЦСКА,goalkeeper,161,-93
Франция,Соловьёв Иван Сергеевич,Манчестер Сити,defender,151,87
Италия,Захаров Владимир Георгиевич,Манчестер Сити,halfdefender,47,7
Россия,Павлов Матвей Павлович,Арсенал,goalkeeper,102,-51
Италия,Барсуков Лев Тимофеевич,Спартак,attacker,130,5
Италия,Шестаков Александр Германович,Бавария,defender,63,6
Нидерланды,Николаев Константин Семёнович,ПСЖ,defender,91,21
Бразилия,Фёдоров Сергей Константинович,Локомотив,halfdefender,101,14
Англия,Кудрявцев Павел Денисович,Динамо,defender,39,21
Франция,Фомин Арсений Тимофеевич,Спартак,defender,77,32
Португалия,Титов Константин Леонидович,Реал Мадрид,attacker,104,57
Италия,Михайлов Фёдор Максимович,Ливерпуль,attacker,49,47
Нидерланды,Гусев Никита Иванович,Барселона,goalkeeper,23,-17
Бразилия,Сергеев Даниил Борисович,Ливерпуль,defender,142,64
Италия,Гаврилов Руслан Витальевич,Манчестер Сити,attacker,102,56
Англия,Кудрявцев Александр Константинович,Бавария,goalkeeper,70,-11
Россия,Сергеев Вадим Рустамович,Зенит,halfdefender,76,43
Франция,Кондратьев Никита Станиславович,Динамо,attacker,160,24
Италия,Воробьёв Олег Вячеславович,Локомотив,halfdefender,76,56
Франция,Семёнов Сергей Юрьевич,Арсенал,defender,104,27
Франция,Андреев Константин Денисович,Динамо,attacker,40,8
Аргентина,Николаев Глеб Константинович,Манчестер Сити,halfdefender,130,9
Россия,Рябов Вадим Радмирович,Локомотив,defender,87,40
Португалия,Егоров Денис Павлович,Ливерпуль,attacker,58,2
Бразилия,Кузнецов Кирилл Кириллович,Ливерпуль,halfdefender,93,63
Аргентина,Никитин Илья Сергеевич,Зенит,defender,155,48
Аргентина,Васильев Юрий Семёнович,Локомотив,defender,52,22
Германия,Куликов Юрий Алексеевич,Манчестер Сити,defender,50,34
Россия,Лебедев Валерий Дмитриевич,Арсенал,halfdefender,177,43
Англия,Сидоров Сергей Георгиевич,Ювентус,defender,13,4
Испания,Савельев Тихон Павлович,ПСЖ,defender,113,57
Бразилия,Михайлов Кирилл Олегович,Ювентус,attacker,169,64
Испания,Никитин Даниил Данилович,Манчестер Сити,defender,55,24
Нидерланды,Жуков Кирилл Викторович,ЦСКА,defender,150,90
Россия,Соколов Максим Юрьевич,Бавария,defender,112,45
Нидерланды,Мельников Станислав Рустамович,Бавария,defender,4,0
Бразилия,Фомин Вячеслав Егорович,Бавария,defender,49,14
Португалия,Михайлов Олег Борисович,Бавария,halfdefender,170,3
Италия,Филиппов Даниил Тарасович,Спартак,defender,92,34
Испания,Лазарев Александр Кириллович,Ливерпуль,attacker,120,12
Франция,Титов Олег Станиславович,Манчестер Сити,goalkeeper,123,-56
Германия,Медведев Пётр Матвеевич,Барселона,defender,116,77
Италия,Кудрявцев Максим Валерьевич,Локомотив,halfdefender,13,6
Россия,Гусев Арсений Юрьевич,Манчестер Сити,goalkeeper,81,-21
Испания,Медведев Ярослав Маркович,ПСЖ,attacker,151,16
Германия,Жуков Владимир Константинович,Манчестер Сити,defender,8,1
Испания,Рябов Павел Тимофеевич,Ливерпуль,goalkeeper,101,-52
Англия,Иванов Дмитрий Андреевич,Манчестер Сити,defender,46,24
Испания,Борисов Вячеслав Николаевич,Бавария,attacker,178,85
Россия,Смирнов Антон Арсеньевич,Бавария,defender,7,3
Германия,Касаткин Кирилл Фёдорович,Барселона,goalkeeper,41,-7
Испания,Касаткин Сергей Олегович,Спартак,defender,122,47
Бразилия,Зайцев Михаил Матвеевич,Реал Мадрид,halfdefender,133,67
Нидерланды,Данилов Тимофей Тимофеевич,Ювентус,attacker,53,9
Бразилия,Кондратьев Константин Петрович,Ливерпуль,halfdefender,36,35
Россия,Шестаков Георгий Максимович,Барселона,halfdefender,32,26
Италия,Шестаков Георгий Кириллович,Динамо,attacker,46,6
Англия,Яковлев Лев Эльдарович,Динамо,halfdefender,36,15
Аргентина,Куликов Глеб Арсеньевич,ПСЖ,attacker,146,46
Германия,Гордеев Степан Геннадьевич,Манчестер Сити,halfdefender,59,43
Англия,Яковлев Антон Георгиевич,Арсенал,halfdefender,28,9
Франция,Марков Михаил Иванович,Динамо,attacker,108,30
Англия,Степанов Ярослав Данилович,Реал Мадрид,attacker,79,72
Нидерланды,Марков Артём Иванович,Арсенал,goalkeeper,51,-8
Италия,Шестаков Руслан Станиславович,Спартак,halfdefender,153,3
Аргентина,Григорьев Георгий Николаевич,ЦСКА,defender,92,83
Аргентина,Никитин Максим Витальевич,Спартак,goalkeeper,119,-118
Бразилия,Сидоров Павел Тимофеевич,Зенит,defender,101,20
Германия,Борисов Вадим Тимофеевич,Динамо,attacker,8,0
Англия,Фролов Степан Алексеевич,ПСЖ,attacker,88,21
Бразилия,Гордеев Григорий Аркадьевич,Реал Мадрид,attacker,96,72
Нидерланды,Соловьёв Антон Витальевич,Реал Мадрид,attacker,126,11
Россия,Титов Иван Русланович,Зенит,goalkeeper,146,-95
Германия,Гаврилов Лев Антонович,Арсенал,halfdefender,156,11
Германия,Барсуков Антон Михайлович,Спартак,attacker,22,16
Франция,Антонов Арсений Тарасович,Реал Мадрид,defender,22,15
Португалия,Макаров Лев Михайлович,Зенит,halfdefender,71,7
Нидерланды,Григорьев Кирилл Максимович,Динамо,halfdefender,39,16
Англия,Кудрявцев Арсений Аркадьевич,Ювентус,halfdefender,52,48
Россия,Морозов Валерий Петрович,Динамо,defender,151,16
Нидерланды,Тарасов Станислав Фёдорович,Зенит,defender,145,10
Франция,Алексеев Иван Арсеньевич,Зенит,attacker,98,90
Германия,Андреев Вадим Алексеевич,ПСЖ,halfdefender,54,26
Бразилия,Титов Сергей Иванович,ЦСКА,attacker,35,26
Португалия,Козлов Олег Андреевич,Барселона,goalkeeper,175,-1
Аргентина,Лазарев Вячеслав Кириллович,Динамо,halfdefender,143,82
Нидерланды,Лебедев Александр Станиславович,Ливерпуль,halfdefender,35,30
Аргентина,Андреев Максим Никитич,Динамо,defender,29,28
Бразилия,Данилов Вадим Анатольевич,Реал Мадрид,attacker,71,15
Англия,Михайлов Артём Равильевич,ПСЖ,defender,65,6
Аргентина,Иванов Ярослав Григорьевич,Реал Мадрид,halfdefender,127,53
Испания,Беляев Илья Матвеевич,Бавария,defender,18,10
Германия,Лазарев Тимофей Данилович,Зенит,halfdefender,155,51
Франция,Филиппов Лев Арсеньевич,Ювентус,halfdefender,43,38
Испания,Иванов Даниил Аркадьевич,Манчестер Сити,defender,101,11
Франция,Волков Степан Дмитриевич,Ювентус,goalkeeper,141,-70
Аргентина,Лазарев Юрий Ярославович,Динамо,defender,63,8
Нидерланды,Егоров Андрей Григорьевич,Манчестер Сити,defender,1,0
Германия,Куликов Тимофей Петрович,Спартак,halfdefender,177,47
Германия,Блинов Даниил Андреевич,ПСЖ,defender,106,35
Нидерланды,Волков Ярослав Александрович,Арсенал,defender,176,32
Италия,Касаткин Арсений Денисович,ПСЖ,attacker,72,55
Россия,Воробьёв Константин Леонидович,Ливерпуль,goalkeeper,165,-45
Португалия,Беляев Тимофей Васильевич,Спартак,halfdefender,87,56
Франция,Алексеев Роман Семёнович,Реал Мадрид,attacker,68,13
Испания,Савельев Антон Данилович,Ювентус,defender,17,0
Бразилия,Морозов Артём Дмитриевич,Барселона,defender,137,37
Германия,Волков Максим Эльдарович,Динамо,defender,107,50
Италия,Михайлов Юрий Фёдорович,Спартак,halfdefender,67,10
Португалия,Иванов Валерий Германович,Зенит,defender,178,47
Германия,Зайцев Даниил Дмитриевич,Арсенал,halfdefender,73,54
Бразилия,Павлов Павел Михайлович,Локомотив,goalkeeper,20,-14
Нидерланды,Медведев Дмитрий Фёдорович,Арсенал,attacker,54,9
Италия,Никитин Тимофей Егорович,Спартак,halfdefender,79,6
Испания,Блинов Степан Тарасович,Ювентус,defender,31,24
Россия,Егоров Илья Георгиевич,Ливерпуль,halfdefender,58,50
Бразилия,Марков Александр Максимович,Локомотив,attacker,141,6
Франция,Марков Иван Юрьевич,Реал Мадрид,attacker,82,44
Франция,Павлов Егор Александрович,Манчестер Сити,defender,41,21
Испания,Петров Денис Сергеевич,ЦСКА,attacker,140,53
Бразилия,Волков Ярослав Максимович,Спартак,attacker,0,0
Россия,Сергеев Лев Аркадьевич,Ливерпуль,halfdefender,98,77
Испания,Андреев Матвей Петрович,Динамо,halfdefender,91,67
Нидерланды,Гордеев Степан Ильич,Зенит,defender,3,0
Франция,Захаров Глеб Егорович,Динамо,attacker,107,62
Испания,Касаткин Тимофей Валентинович,Динамо,halfdefender,61,53
Франция,Морозов Ярослав Максимович,ЦСКА,halfdefender,51,11
Аргентина,Степанов Фёдор Данилович,Барселона,attacker,55,31
Англия,Волков Юрий Станиславович,Барселона,attacker,91,37
Англия,Рябов Вячеслав Игоревич,Барселона,halfdefender,122,12
Испания,Григорьев Олег Германович,Барселона,halfdefender,137,53
Португалия,Куликов Тимофей Германович,Локомотив,attacker,39,27
Португалия,Марков Вадим Русланович,ПСЖ,halfdefender,85,41
Италия,Антонов Матвей Олегович,Ливерпуль,defender,28,10
Испания,Савельев Матвей Евгеньевич,Манчестер Сити,defender,100,35
Португалия,Мельников Кирилл Николаевич,Ливерпуль,defender,150,78
Португалия,Григорьев Никита Германович,ПСЖ,attacker,3,3
Испания,Филиппов Михаил Павлович,ПСЖ,goalkeeper,44,-27
Бразилия,Барсуков Никита Андреевич,ЦСКА,defender,146,55
Россия,Титов Виктор Петрович,Реал Мадрид,attacker,176,3
Нидерланды,Борисов Михаил Денисович,ПСЖ,attacker,51,40
Португалия,Григорьев Валерий Фёдорович,Барселона,attacker,31,21
Германия,Воробьёв Павел Никитич,Динамо,halfdefender,131,49
Италия,Козлов Григорий Максимович,Реал Мадрид,halfdefender,5,0
Россия,Семёнов Никита Александрович,Манчестер Сити,attacker,151,7
Испания,Макаров Ярослав Данилович,Локомотив,attacker,157,55
Италия,Васильев Олег Леонидович,Динамо,defender,151,85
Бразилия,Кудрявцев Егор Станиславович,Ювентус,defender,144,76
Германия,Тарасов Михаил Алексеевич,Бавария,defender,45,14
Германия,Антонов Даниил Олегович,Зенит,halfdefender,104,21
Россия,Сидоров Антон Егорович,Ливерпуль,goalkeeper,124,-95
Португалия,Шестаков Максим Ильич,ПСЖ,goalkeeper,62,-37
Аргентина,Романов Фёдор Алексеевич,Барселона,defender,150,7
Англия,Сергеев Михаил Максимович,Арсенал,halfdefender,113,63
Германия,Жуков Глеб Русланович,Локомотив,attacker,86,30
Бразилия,Григорьев Даниил Антонович,Бавария,halfdefender,141,12
Германия,Марков Валерий Константинович,Бавария,defender,145,25
Англия,Павлов Станислав Петрович,ЦСКА,halfdefender,125,88
Италия,Семёнов Илья Радмирович,Зенит,goalkeeper,110,-96
Италия,Козлов Лев Аркадьевич,Реал Мадрид,goalkeeper,108,-2
Германия,Соловьёв Степан Эльдарович,Арсенал,goalkeeper,179,-151
Италия,Тарасов Глеб Константинович,Спартак,halfdefender,149,48
Англия,Никитин Сергей Петрович,Ливерпуль,halfdefender,124,82
Португалия,Макаров Арсений Валерьевич,Бавария,defender,97,78
Италия,Захаров Денис Константинович,Манчестер Сити,halfdefender,96,26
Россия,Тарасов Станислав Фёдорович,Локомотив,halfdefender,171,40
Германия,Фёдоров Илья Станиславович,Ювентус,attacker,8,2
Португалия,Данилов Тихон Эдуардович,Бавария,goalkeeper,151,-76
Аргентина,Кузнецов Сергей Тарасович,Реал Мадрид,attacker,131,18
Италия,Титов Лев Арсеньевич,Зенит,attacker,125,86
Германия,Семёнов Пётр Евгеньевич,Ливерпуль,halfdefender,177,1
Франция,Михайлов Иван Николаевич,Арсенал,goalkeeper,167,-74
Англия,Смирнов Виктор Георгиевич,Локомотив,attacker,7,6
Франция,Лазарев Максим Викторович,Спартак,defender,147,43
Италия,Алексеев Виктор Николаевич,Ливерпуль,halfdefender,91,82
Англия,Фомин Михаил Арсеньевич,Зенит,halfdefender,26,23
Португалия,Сергеев Кирилл Геннадьевич,Ювентус,attacker,151,48
Германия,Романов Лев Витальевич,ПСЖ,goalkeeper,171,-31
Франция,Шестаков Виктор Валерьевич,Ювентус,defender,52,2
Германия,Григорьев Никита Леонидович,Манчестер Сити,defender,172,46
Германия,Андреев Даниил Ильич,Локомотив,defender,157,56
Италия,Фролов Тихон Романович,Локомотив,defender,23,15
Аргентина,Гордеев Роман Павлович,Реал Мадрид,defender,164,26
Испания,Кузнецов Кирилл Германович,Ювентус,halfdefender,173,62
Португалия,Фёдоров Денис Юрьевич,Ливерпуль,goalkeeper,28,-25
Португалия,Попов Максим Станиславович,Арсенал,defender,103,25
Франция,Тарасов Денис Антонович,Ливерпуль,goalkeeper,155,-65
Германия,Михайлов Арсений Русланович,Ливерпуль,halfdefender,162,79
Нидерланды,Соколов Ярослав Аркадьевич,Бавария,halfdefender,104,52
Испания,Тарасов Фёдор Романович,Манчестер Сити,defender,123,21
Бразилия,Григорьев Олег Игоревич,Арсенал,attacker,100,30
Португалия,Сидоров Анатолий Витальевич,Бавария,defender,131,50
Италия,Сидоров Георгий Егорович,Ювентус,defender,46,38
Испания,Беляев Иван Анатольевич,ПСЖ,goalkeeper,62,-57
Нидерланды,Антонов Юрий Алексеевич,Бавария,defender,132,20
Россия,Иванов Степан Григорьевич,Ювентус,halfdefender,160,23
Россия,Степанов Никита Юрьевич,Спартак,defender,7,0
Испания,Куликов Владимир Максимович,Манчестер Сити,attacker,114,23
Аргентина,Макаров Павел Валерьевич,Бавария,attacker,167,27
Испания,Тарасов Вадим Данилович,Ливерпуль,defender,25,9
Испания,Гаврилов Иван Александрович,ЦСКА,halfdefender,18,15
Россия,Никитин Павел Михайлович,Зенит,defender,152,25
Италия,Смирнов Максим Сергеевич,Зенит,halfdefender,166,7
Россия,Тарасов Станислав Геннадьевич,Динамо,defender,47,17
Германия,Гаврилов Руслан Леонидович,Спартак,attacker,19,13
Нидерланды,Смирнов Максим Дмитриевич,Манчестер Сити,defender,21,13
Испания,Титов Андрей Степанович,ПСЖ,defender,17,13
Англия,Данилов Артём Денисович,ЦСКА,defender,72,10
Италия,Борисов Матвей Евгеньевич,ЦСКА,defender,44,40
Бразилия,Смирнов Егор Аркадьевич,Ювентус,defender,18,12
Нидерланды,Соловьёв Лев Петрович,Барселона,attacker,62,38
Англия,Гаврилов Пётр Эльдарович,Ювентус,halfdefender,134,88
Аргентина,Шестаков Матвей Геннадьевич,Арсенал,attacker,66,7
Россия,Зайцев Максим Егорович,ЦСКА,defender,70,0
Бразилия,Лебедев Вячеслав Матвеевич,Реал Мадрид,defender,49,14
Португалия,Козлов Константин Леонидович,Зенит,defender,166,41
Испания,Куликов Анатолий Русланович,Ливерпуль,defender,112,44
Германия,Соколов Ярослав Евгеньевич,Бавария,halfdefender,156,72
Россия,Фролов Роман Александрович,Динамо,halfdefender,86,49
Англия,Степанов Дмитрий Петрович,ПСЖ,defender,40,26
Италия,Орлов Даниил Константинович,ЦСКА,defender,151,36
Португалия,Лазарев Илья Арсеньевич,Манчестер Сити,defender,177,2
Англия,Блинов Павел Валерьевич,ЦСКА,defender,114,4
Англия,Михайлов Анатолий Кириллович,Ливерпуль,goalkeeper,112,-48
Бразилия,Кондратьев Денис Данилович,Ливерпуль,halfdefender,33,12
Франция,Лебедев Павел Ильич,Ювентус,defender,52,50
Англия,Шестаков Илья Васильевич,Спартак,attacker,117,21
Италия,Сергеев Виктор Русланович,Спартак,attacker,68,51
Нидерланды,Зайцев Артём Эльдарович,Спартак,halfdefender,161,25
Англия,Гаврилов Иван Данилович,Ливерпуль,halfdefender,4,3
Россия,Кондратьев Валерий Фёдорович,Ювентус,halfdefender,132,75
Португалия,Беляев Матвей Евгеньевич,Реал Мадрид,goalkeeper,48,-4
Бразилия,Кудрявцев Максим Семёнович,Зенит,halfdefender,147,72
Англия,Антонов Олег Борисович,Зенит,halfdefender,30,18
Россия,Гусев Владимир Васильевич,Локомотив,goalkeeper,140,-37
Германия,Егоров Дмитрий Петрович,Барселона,goalkeeper,31,-9
Испания,Романов Фёдор Максимович,Реал Мадрид,goalkeeper,90,-11
Россия,Блинов Михаил Евгеньевич,Зенит,defender,67,30
Англия,Антонов Илья Семёнович,Спартак,halfdefender,172,41
Италия,Воробьёв Анатолий Арсеньевич,Динамо,halfdefender,123,41
Испания,Барсуков Вячеслав Германович,Барселона,attacker,161,18
Германия,Зайцев Анатолий Петрович,Манчестер Сити,halfdefender,75,24
Аргентина,Яковлев Андрей Равильевич,Зенит,defender,37,15
Англия,Андреев Виктор Вячеславович,Ливерпуль,defender,29,18
Италия,Новиков Григорий Павлович,Спартак,halfdefender,92,37
Россия,Степанов Тихон Романович,Ливерпуль,defender,171,19
Италия,Иванов Виктор Степанович,Барселона,halfdefender,132,52
Германия,Кудрявцев Ярослав Евгеньевич,Ювентус,halfdefender,17,15
Россия,Мельников Станислав Аркадьевич,Ювентус,defender,62,53
Италия,Титов Станислав Ярославович,Манчестер Сити,goalkeeper,58,-33
Бразилия,Кондратьев Арсений Маркович,Манчестер Сити,defender,157,85
Бразилия,Сидоров Дмитрий Матвеевич,ПСЖ,goalkeeper,15,-15
Португалия,Степанов Дмитрий Геннадьевич,Ювентус,defender,168,1
Англия,Никитин Фёдор Константинович,Локомотив,goalkeeper,88,-88
Россия,Морозов Фёдор Анатольевич,Манчестер Сити,defender,103,7
Россия,Морозов Тихон Валентинович,ЦСКА,defender,108,72
Аргентина,Мельников Арсений Васильевич,Динамо,halfdefender,156,21
Португалия,Савельев Степан Антонович,Арсенал,halfdefender,119,85
Нидерланды,Михайлов Даниил Николаевич,Спартак,halfdefender,32,28
Испания,Филиппов Виктор Эльдарович,Зенит,attacker,100,53
Германия,Гусев Роман Радмирович,Спартак,defender,66,23
Португалия,Андреев Матвей Витальевич,Реал Мадрид,halfdefender,28,5
Англия,Макаров Антон Никитич,Динамо,attacker,113,84
