country,fullName,clubName,position,counterGames,counterGoals
Россия,Кондратьев Георгий Викторович,Ливерпуль,halfdefender,112,37
Италия,Мельников Валерий Данилович,Локомотив,halfdefender,2,0
Россия,Лебедев Антон Дмитриевич,Динамо,defender,158,22
Португалия,Волков Пётр Матвеевич,Манчестер Сити,halfdefender,23,21
Италия,Калинин Лев Станиславович,Арсенал,attacker,13,1
Испания,Тарасов Глеб Валентинович,Зенит,attacker,56,48
Аргентина,Григорьев Валерий Фёдорович,Динамо,defender,123,0
Россия,Савельев Михаил Иванович,Зенит,halfdefender,164,12
Испания,Воробьёв Владимир Аркадьевич,Ливерпуль,defender,162,23
Португалия,Зайцев Лев Никитич,Зенит,defender,39,8
Германия,Калинин Пётр Леонидович,Локомотив,defender,19,17
Италия,Романов Глеб Арсеньевич,Локомотив,defender,113,85
Германия,Данилов Павел Викторович,Арсенал,defender,152,86
Нидерланды,Данилов Пётр Сергеевич,Спартак,goalkeeper,168,-117
Португалия,Лазарев Лев Эльдарович,Реал Мадрид,halfdefender,0,0
Франция,Егоров Валерий Семёнович,Манчестер Сити,defender,24,24
Испания,Лебедев Роман Александрович,Ливерпуль,defender,41,13
Нидерланды,Воробьёв Илья Тарасович,Бавария,halfdefender,156,24
Нидерланды,Макаров Александр Аркадьевич,Барселона,halfdefender,76,32
Нидерланды,Филиппов Владимир Владимирович,Арсенал,defender,58,6
Аргентина,Никитин Иван Валентинович,Динамо,halfdefender,142,39
Нидерланды,Никитин Георгий Станиславович,Ливерпуль,halfdefender,96,72
Бразилия,Тарасов Владимир Егорович,Зенит,goalkeeper,156,-31
Англия,Барсуков Вячеслав Алексеевич,Динамо,halfdefender,103,29
Россия,Кузнецов Вадим Владимирович,Локомотив,halfdefender,79,65
Франция,Орлов Олег Семёнович,Локомотив,defender,102,7
Россия,Лазарев Михаил Васильевич,Бавария,halfdefender,60,20
Бразилия,Соколов Степан Романович,Динамо,defender,177,64
Нидерланды,Сергеев Павел Вадимович,Барселона,defender,142,35
Франция,Семёнов Олег Равильевич,Бавария,defender,40,34
Англия,Гаврилов Станислав Алексеевич,Манчестер Сити,halfdefender,81,9
Франция,Фомин Вадим Петрович,Манчестер Сити,defender,173,45
Россия,Савельев Андрей Иванович,Динамо,halfdefender,128,66
Франция,Медведев Павел Матвеевич,Барселона,defender,140,67
Испания,Семёнов Антон Радмирович,ПСЖ,goalkeeper,143,-65
Англия,Егоров Лев Павлович,Спартак,attacker,71,4
Италия,Яковлев Иван Маркович,Бавария,defender,130,1
Россия,Орлов Виктор Семёнович,Локомотив,defender,155,46
Испания,Васильев Григорий Валентинович,Локомотив,attacker,175,8
Франция,Кондратьев Руслан Александрович,Ювентус,halfdefender,121,30
Франция,Зайцев Константин Петрович,Динамо,attacker,104,74
Бразилия,Иванов Михаил Александрович,Реал Мадрид,goalkeeper,124,-70
Бразилия,Титов Сергей Маркович,Арсенал,defender,122,37
Россия,Тарасов Тимофей Геннадьевич,Спартак,attacker,179,66
Англия,Воробьёв Павел Фёдорович,ПСЖ,defender,4,2
Аргентина,Захаров Егор Васильевич,Арсенал,defender,4,2
Аргентина,Филиппов Георгий Евгеньевич,ПСЖ,defender,11,11
Россия,Барсуков Юрий Валерьевич,Спартак,goalkeeper,118,-66
Германия,Сергеев Вадим Эдуардович,Динамо,halfdefender,172,71
Франция,Орлов Александр Егорович,Манчестер Сити,defender,137,46
Аргентина,Кудрявцев Степан Константинович,Реал Мадрид,defender,93,20
Испания,Фролов Матвей Леонидович,Ювентус,goalkeeper,157,-38
Франция,Никитин Ярослав Степанович,Ювентус,defender,48,43
Германия,Куликов Юрий Михайлович,Манчестер Сити,goalkeeper,159,-25
Германия,Лебедев Виктор Валерьевич,Ювентус,goalkeeper,143,-138
Англия,Марков Вячеслав Фёдорович,Бавария,defender,34,11
Франция,Зайцев Анатолий Станиславович,Ливерпуль,attacker,5,3
Франция,Касаткин Роман Витальевич,Ювентус,defender,8,1
Аргентина,Медведев Виктор Вадимович,Ювентус,halfdefender,150,83
Нидерланды,Калинин Анатолий Евгеньевич,Арсенал,halfdefender,176,88
Бразилия,Савельев Георгий Егорович,ЦСКА,halfdefender,85,14
Португалия,Егоров Денис Юрьевич,Динамо,halfdefender,127,43
Россия,Степанов Никита Маркович,Динамо,halfdefender,64,44
Португалия,Сидоров Александр Васильевич,Спартак,halfdefender,170,70
Франция,Егоров Валерий Петрович,Ливерпуль,halfdefender,163,77
Нидерланды,Воробьёв Сергей Вадимович,ЦСКА,halfdefender,50,39
Бразилия,Сергеев Михаил Сергеевич,Ливерпуль,attacker,40,20
Бразилия,Сидоров Матвей Валерьевич,Ливерпуль,attacker,107,46
Россия,Петров Роман Маркович,Манчестер Сити,goalkeeper,41,-34
Германия,Фёдоров Лев Константинович,Реал Мадрид,defender,126,9
Англия,Лебедев Анатолий Русланович,Ювентус,attacker,84,53
Нидерланды,Иванов Дмитрий Германович,Динамо,halfdefender,85,73
Германия,Борисов Вячеслав Борисович,Динамо,goalkeeper,144,-131
Аргентина,Кузнецов Ярослав Эдуардович,Спартак,goalkeeper,172,-143
Нидерланды,Борисов Артём Владимирович,Ювентус,attacker,180,39
Испания,Васильев Михаил Валентинович,Ювентус,defender,9,4
Германия,Данилов Тихон Петрович,Бавария,attacker,10,0
Италия,Яковлев Александр Васильевич,Бавария,halfdefender,91,69
Россия,Воробьёв Валерий Радмирович,ПСЖ,defender,156,0
Аргентина,Данилов Фёдор Валентинович,Манчестер Сити,attacker,154,50
Португалия,Гусев Валерий Георгиевич,Арсенал,defender,32,24
Бразилия,Калинин Сергей Николаевич,Ливерпуль,goalkeeper,161,-11
Нидерланды,Касаткин Вячеслав Степанович,Зенит,attacker,101,28
Италия,Куликов Олег Иванович,Ливерпуль,attacker,8,1
Франция,Медведев Руслан Дмитриевич,Реал Мадрид,attacker,129,73
Нидерланды,Николаев Кирилл Тарасович,Ювентус,goalkeeper,50,-26
Англия,Сергеев Антон Григорьевич,ЦСКА,attacker,76,47
Бразилия,Куликов Григорий Михайлович,ПСЖ,attacker,168,70
Бразилия,Гусев Иван Семёнович,Ювентус,defender,26,6
Аргентина,Макаров Денис Эльдарович,Зенит,goalkeeper,139,-95
Испания,Марков Тимофей Владимирович,Барселона,defender,74,72
Германия,Попов Кирилл Эдуардович,ЦСКА,attacker,150,80
Германия,Титов Виктор Фёдорович,Спартак,defender,72,13
Португалия,Мельников Станислав Николаевич,Барселона,defender,46,18
Германия,Данилов Дмитрий Михайлович,Ливерпуль,halfdefender,35,32
Германия,Михайлов Илья Степанович,Зенит,goalkeeper,37,-18
Россия,Михайлов Ярослав Евгеньевич,Ювентус,defender,55,41
Испания,Гусев Станислав Леонидович,Манчестер Сити,defender,9,1
Англия,Козлов Роман Георгиевич,Спартак,halfdefender,107,67
Англия,Семёнов Илья Дмитриевич,Ювентус,defender,123,27
Аргентина,Смирнов Даниил Маркович,Барселона,halfdefender,168,56
Германия,Яковлев Григорий Эдуардович,Локомотив,goalkeeper,58,-26
Германия,Волков Михаил Петрович,Манчестер Сити,halfdefender,160,50
Англия,Калинин Константин Алексеевич,Ювентус,halfdefender,75,48
Аргентина,Морозов Владимир Валентинович,Локомотив,attacker,161,45
Нидерланды,Никитин Даниил Ильич,Спартак,defender,51,37
Нидерланды,Новиков Лев Матвеевич,Ливерпуль,halfdefender,138,39
Италия,Сидоров Лев Геннадьевич,Локомотив,halfdefender,172,5
Аргентина,Андреев Даниил Борисович,Бавария,attacker,125,79
Португалия,Блинов Ярослав Анатольевич,Барселона,defender,91,74
Португалия,Смирнов Глеб Игоревич,Барселона,halfdefender,145,66
Бразилия,Беляев Степан Рустамович,ПСЖ,halfdefender,124,18
Аргентина,Степанов Сергей Михайлович,Реал Мадрид,goalkeeper,6,-6
Англия,Антонов Илья Ярославович,Манчестер Сити,defender,172,48
Россия,Соловьёв Анатолий Кириллович,Манчестер Сити,halfdefender,155,62
Испания,Новиков Денис Степанович,Зенит,goalkeeper,60,-21
Нидерланды,Беляев Анатолий Степанович,Локомотив,halfdefender,177,47
Аргентина,Данилов Тимофей Никитич,Барселона,defender,37,1
Португалия,Иванов Станислав Ярославович,ПСЖ,halfdefender,107,60
Германия,Савельев Фёдор Никитич,ЦСКА,halfdefender,5,2
Италия,Антонов Олег Николаевич,Ливерпуль,defender,167,6
Аргентина,Андреев Михаил Романович,Динамо,halfdefender,125,14
Португалия,Фролов Тихон Ярославович,Ливерпуль,attacker,102,51
Россия,Михайлов Георгий Аркадьевич,Ювентус,halfdefender,151,51
Бразилия,Семёнов Вячеслав Романович,Ювентус,halfdefender,160,8
Аргентина,Лазарев Александр Викторович,ЦСКА,defender,121,25
Франция,Блинов Юрий Максимович,Манчестер Сити,goalkeeper,44,-13
Италия,Зайцев Ярослав Петрович,Манчестер Сити,halfdefender,151,2
Франция,Павлов Ярослав Владимирович,Ювентус,defender,125,0
Франция,Михайлов Иван Вячеславович,ЦСКА,defender,153,45
Нидерланды,Медведев Константин Егорович,Барселона,attacker,71,40
Германия,Тарасов Максим Валерьевич,ПСЖ,attacker,99,48
Португалия,Михайлов Денис Петрович,Ливерпуль,goalkeeper,127,-70
Россия,Филиппов Фёдор Ярославович,Реал Мадрид,goalkeeper,41,-6
Франция,Беляев Даниил Ильич,Реал Мадрид,attacker,135,19
Нидерланды,Филиппов Егор Геннадьевич,Локомотив,halfdefender,77,77
Англия,Никитин Георгий Валентинович,Ливерпуль,defender,176,29
Франция,Фёдоров Матвей Юрьевич,Барселона,attacker,52,47
Германия,Попов Павел Николаевич,ПСЖ,defender,137,76
Испания,Данилов Денис Павлович,Арсенал,defender,179,24
Италия,Алексеев Артём Андреевич,ПСЖ,defender,129,44
Португалия,Волков Анатолий Валентинович,Ливерпуль,defender,103,0
Нидерланды,Захаров Пётр Фёдорович,Бавария,halfdefender,64,55
Франция,Шестаков Владимир Васильевич,Арсенал,attacker,157,58
Англия,Титов Фёдор Станиславович,ЦСКА,goalkeeper,21,-3
Испания,Медведев Никита Матвеевич,ПСЖ,halfdefender,56,12
Аргентина,Семёнов Павел Викторович,Манчестер Сити,defender,17,17
Франция,Захаров Руслан Анатольевич,Спартак,halfdefender,6,2
Франция,Гусев Михаил Вадимович,Ювентус,attacker,129,5
Италия,Сидоров Станислав Максимович,Спартак,attacker,168,74
Испания,Орлов Фёдор Иванович,Ювентус,attacker,67,35
Португалия,Алексеев Михаил Никитич,Локомотив,halfdefender,35,20
Франция,Егоров Ярослав Валентинович,Арсенал,defender,167,54
Бразилия,Григорьев Матвей Матвеевич,Манчестер Сити,halfdefender,97,85
Испания,Иванов Пётр Аркадьевич,Зенит,halfdefender,82,79
Италия,Данилов Фёдор Анатольевич,Динамо,defender,121,7
Аргентина,Фомин Руслан Максимович,Манчестер Сити,defender,92,54
Аргентина,Захаров Артём Андреевич,Арсенал,defender,69,69
Аргентина,Попов Анатолий Эльдарович,Динамо,defender,162,37
Португалия,Фролов Валерий Викторович,ПСЖ,defender,82,62
Нидерланды,Андреев Виктор Борисович,ПСЖ,halfdefender,9,8
Германия,Михайлов Владимир Павлович,ЦСКА,defender,63,16
Аргентина,Савельев Егор Юрьевич,Спартак,attacker,144,85
Германия,Петров Даниил Вячеславович,Динамо,defender,10,3
Италия,Касаткин Матвей Леонидович,ПСЖ,halfdefender,137,67
Англия,Петров Степан Германович,Реал Мадрид,defender,72,64
Португалия,Фомин Кирилл Эдуардович,Динамо,attacker,132,26
Бразилия,Николаев Анатолий Рустамович,Реал Мадрид,attacker,141,80
Франция,Новиков Матвей Владимирович,ПСЖ,halfdefender,48,24
Нидерланды,Захаров Владимир Русланович,Ювентус,defender,39,4
Испания,Сергеев Вячеслав Алексеевич,Реал Мадрид,attacker,19,15
Германия,Кузнецов Александр Андреевич,Зенит,halfdefender,15,14
Нидерланды,Кондратьев Никита Ильич,Барселона,attacker,156,68
Испания,Савельев Матвей Максимович,ПСЖ,halfdefender,143,60
Испания,Степанов Лев Сергеевич,Реал Мадрид,attacker,78,1
Италия,Кузнецов Степан Павлович,ЦСКА,halfdefender,139,85
Бразилия,Гаврилов Лев Витальевич,Реал Мадрид,halfdefender,137,8
Италия,Мельников Григорий Константинович,ПСЖ,goalkeeper,120,-16
Германия,Кудрявцев Даниил Арсеньевич,Спартак,attacker,69,60
Россия,Никитин Вячеслав Станиславович,Реал Мадрид,goalkeeper,40,-12
Франция,Сидоров Антон Рустамович,Локомотив,defender,41,2
Германия,Барсуков Анатолий Фёдорович,Динамо,defender,136,0
Россия,Егоров Руслан Ярославович,Спартак,halfdefender,116,15
Франция,Савельев Артём Борисович,Барселона,defender,3,3
Англия,Степанов Виктор Максимович,Спартак,attacker,23,4
Германия,Степанов Виктор Олегович,Бавария,attacker,165,10
Бразилия,Григорьев Егор Рустамович,Зенит,halfdefender,35,25
Нидерланды,Барсуков Вадим Леонидович,Локомотив,attacker,26,6
Нидерланды,Кудрявцев Станислав Анатольевич,ПСЖ,attacker,49,29
Нидерланды,Фёдоров Вячеслав Владимирович,Спартак,defender,23,14
Бразилия,Шестаков Сергей Алексеевич,Ювентус,defender,143,39
Аргентина,Беляев Ярослав Семёнович,ЦСКА,defender,16,7
Португалия,Борисов Руслан Борисович,Арсенал,attacker,45,41
Германия,Филиппов Лев Алексеевич,Реал Мадрид,halfdefender,146,68
Германия,Васильев Глеб Петрович,Зенит,defender,105,20
Испания,Куликов Егор Дмитриевич,Зенит,halfdefender,93,85
Нидерланды,Тарасов Глеб Тимофеевич,Барселона,halfdefender,88,81
Россия,Жуков Степан Николаевич,Бавария,defender,166,7
Англия,Семёнов Роман Олегович,ЦСКА,attacker,77,38
Россия,Никитин Пётр Арсеньевич,ЦСКА,defender,154,54
Испания,Семёнов Денис Григорьевич,Динамо,goalkeeper,19,-10
Аргентина,Барсуков Валерий Юрьевич,ПСЖ,defender,170,55
Россия,Касаткин Максим Юрьевич,Ливерпуль,halfdefender,167,8
Бразилия,Жуков Руслан Павлович,Зенит,halfdefender,106,61
Россия,Беляев Валерий Александрович,Локомотив,halfdefender,156,54
Италия,Попов Денис Эльдарович,ЦСКА,goalkeeper,74,-26
Германия,Макаров Пётр Сергеевич,Реал Мадрид,defender,48,45
Россия,Воробьёв Руслан Дмитриевич,Динамо,defender,107,13
Португалия,Сидоров Тихон Юрьевич,Зенит,halfdefender,178,10
Португалия,Блинов Никита Егорович,Ливерпуль,defender,169,88
Франция,Яковлев Антон Витальевич,Барселона,halfdefender,2,1
Россия,Жуков Станислав Германович,Зенит,halfdefender,126,33
Германия,Николаев Лев Эльдарович,Барселона,attacker,16,1
Аргентина,Смирнов Сергей Евгеньевич,Ювентус,halfdefender,131,58
Франция,Калинин Ярослав Павлович,Ливерпуль,attacker,46,2
Франция,Куликов Владимир Денисович,Реал Мадрид,attacker,22,11
Германия,Захаров Андрей Ярославович,Ювентус,defender,149,48
Франция,Лебедев Михаил Вадимович,Барселона,defender,133,30
Германия,Данилов Даниил Романович,Барселона,halfdefender,122,43
Нидерланды,Петров Вячеслав Станиславович,Зенит,defender,138,35
Нидерланды,Николаев Вадим Александрович,Манчестер Сити,attacker,89,74
Бразилия,Фомин Пётр Иванович,Реал Мадрид,goalkeeper,3,-2
Нидерланды,Беляев Олег Германович,Динамо,defender,62,43
Аргентина,Куликов Анатолий Эльдарович,Спартак,halfdefender,31,10
Россия,Антонов Глеб Борисович,Локомотив,goalkeeper,113,-57
Россия,Сергеев Кирилл Владимирович,Локомотив,attacker,107,16
Англия,Куликов Тихон Вячеславович,Ливерпуль,defender,52,49
Франция,Филиппов Артём Александрович,Зенит,goalkeeper,47,-20
Бразилия,Андреев Егор Ярославович,Динамо,halfdefender,27,6
Испания,Кондратьев Георгий Арсеньевич,Локомотив,attacker,63,43
Нидерланды,Беляев Глеб Антонович,ЦСКА,attacker,18,3
Нидерланды,Григорьев Вячеслав Андреевич,Ливерпуль,defender,146,49
Франция,Лазарев Илья Валентинович,Зенит,halfdefender,142,38
Бразилия,Никитин Глеб Михайлович,Реал Мадрид,attacker,132,54
Испания,Жуков Денис Борисович,Зенит,defender,164,22
Аргентина,Фролов Дмитрий Игоревич,Ливерпуль,defender,180,0
Португалия,Никитин Георгий Данилович,Реал Мадрид,defender,122,68
Испания,Степанов Олег Васильевич,Ювентус,attacker,59,12
Англия,Сидоров Руслан Алексеевич,Зенит,defender,80,0
Россия,Михайлов Константин Евгеньевич,Арсенал,defender,128,37
Испания,Куликов Юрий Андреевич,Арсенал,goalkeeper,9,-7
Россия,Кудрявцев Пётр Эдуардович,Ювентус,attacker,18,2
Италия,Зайцев Андрей Юрьевич,Динамо,defender,20,1
Германия,Алексеев Валерий Эльдарович,Динамо,defender,86,77
Англия,Антонов Сергей Антонович,Барселона,halfdefender,124,40
Аргентина,Тарасов Дмитрий Денисович,Спартак,goalkeeper,30,-28
Россия,Смирнов Никита Германович,Спартак,halfdefender,51,11
Аргентина,Новиков Матвей Степанович,Динамо,defender,153,76
Италия,Кузнецов Андрей Тимофеевич,Бавария,defender,120,58
Франция,Алексеев Михаил Маркович,Реал Мадрид,defender,118,2
Нидерланды,Фёдоров Роман Тарасович,Бавария,defender,96,90
Германия,Антонов Андрей Арсеньевич,Ювентус,defender,83,49
Аргентина,Николаев Илья Геннадьевич,Спартак,defender,8,6
Португалия,Кудрявцев Вячеслав Радмирович,Спартак,defender,34,3
Португалия,Кузнецов Фёдор Михайлович,Ювентус,defender,63,41
Нидерланды,Касаткин Григорий Данилович,Барселона,defender,124,69
Франция,Кондратьев Юрий Викторович,Манчестер Сити,halfdefender,42,2
Испания,Фёдоров Арсений Антонович,Динамо,goalkeeper,83,-11
Бразилия,Рябов Ярослав Эдуардович,ПСЖ,defender,162,70
Англия,Григорьев Сергей Никитич,Бавария,goalkeeper,96,-18
Аргентина,Морозов Максим Валерьевич,Спартак,defender,64,30
Бразилия,Фомин Павел Вячеславович,ПСЖ,attacker,97,80
Аргентина,Медведев Никита Максимович,Динамо,halfdefender,77,66
Англия,Антонов Константин Леонидович,Ювентус,attacker,32,11
Англия,Фомин Юрий Станиславович,Зенит,defender,146,28
Россия,Тарасов Илья Фёдорович,Арсенал,halfdefender,71,71
Португалия,Степанов Александр Германович,Локомотив,halfdefender,20,20
Италия,Жуков Григорий Ильич,Зенит,halfdefender,166,74
Англия,Фролов Кирилл Кириллович,Бавария,goalkeeper,81,-65
Португалия,Лазарев Глеб Валерьевич,Ливерпуль,halfdefender,164,59
Россия,Козлов Андрей Станиславович,Ливерпуль,halfdefender,5,5
Англия,Андреев Максим Иванович,Барселона,halfdefender,106,5
Нидерланды,Семёнов Александр Кириллович,Зенит,halfdefender,59,18
Франция,Кондратьев Андрей Анатольевич,Локомотив,halfdefender,60,10
Испания,Антонов Юрий Данилович,Ювентус,halfdefender,139,76
Аргентина,Соколов Арсений Иванович,Арсенал,goalkeeper,97,-20
Франция,Смирнов Илья Ярославович,Спартак,halfdefender,11,7
Нидерланды,Беляев Олег Вадимович,Локомотив,halfdefender,136,4
Аргентина,Фёдоров Никита Николаевич,Локомотив,halfdefender,13,10
Португалия,Степанов Кирилл Арсеньевич,Бавария,halfdefender,118,82
Россия,Калинин Олег Олегович,Реал Мадрид,attacker,92,64
Англия,Соловьёв Виктор Дмитриевич,Спартак,defender,157,39
Россия,Семёнов Глеб Валентинович,ЦСКА,defender,28,3
Испания,Романов Анатолий Леонидович,Арсенал,halfdefender,7,7
Франция,Куликов Константин Ярославович,Ливерпуль,halfdefender,162,46
Испания,Гордеев Виктор Матвеевич,Динамо,defender,158,38
Германия,Николаев Даниил Евгеньевич,Ливерпуль,defender,22,16
Испания,Воробьёв Валерий Эльдарович,Динамо,defender,162,20
Англия,Степанов Андрей Романович,Ювентус,defender,116,39
Португалия,Тарасов Андрей Тимофеевич,ЦСКА,defender,46,1
Италия,Гаврилов Руслан Геннадьевич,Ливерпуль,defender,140,77
Германия,Фёдоров Анатолий Русланович,Бавария,defender,141,1
Аргентина,Антонов Кирилл Арсеньевич,Спартак,defender,132,22
Бразилия,Фёдоров Ярослав Владимирович,ПСЖ,attacker,83,24
Нидерланды,Лебедев Артём Юрьевич,Зенит,defender,178,10
Бразилия,Беляев Александр Валентинович,Барселона,halfdefender,116,43
Италия,Медведев Владимир Валерьевич,Ювентус,defender,32,31
Англия,Сергеев Егор Кириллович,Ливерпуль,halfdefender,68,26
Португалия,Барсуков Никита Ильич,Бавария,attacker,42,17
Англия,Шестаков Павел Тарасович,Динамо,goalkeeper,179,-151
Португалия,Алексеев Вадим Станиславович,Локомотив,attacker,130,11
Бразилия,Волков Степан Владимирович,ЦСКА,attacker,160,40
Италия,Блинов Виктор Константинович,Спартак,attacker,140,37
Англия,Антонов Арсений Денисович,Динамо,defender,69,50
Аргентина,Фёдоров Иван Тарасович,Локомотив,defender,50,33
Португалия,Жуков Лев Кириллович,Реал Мадрид,attacker,2,0
Португалия,Кузнецов Фёдор Данилович,Динамо,defender,177,14
Англия,Жуков Артём Степанович,ПСЖ,attacker,86,32
Бразилия,Гусев Руслан Георгиевич,Манчестер Сити,attacker,164,22
Бразилия,Борисов Даниил Викторович,ПСЖ,halfdefender,91,86
Аргентина,Блинов Вадим Романович,Ливерпуль,halfdefender,28,8
Португалия,Новиков Вячеслав Вадимович,Арсенал,defender,147,26
Италия,Мельников Станислав Станиславович,Ливерпуль,attacker,175,51
Испания,Кузнецов Павел Игоревич,Ювентус,attacker,111,89
Германия,Павлов Григорий Павлович,Ювентус,halfdefender,67,60
Нидерланды,Попов Григорий Антонович,Зенит,halfdefender,78,44
Испания,Андреев Юрий Антонович,Реал Мадрид,halfdefender,65,15
Бразилия,Марков Пётр Егорович,Ливерпуль,halfdefender,4,2
Португалия,Кудрявцев Степан Леонидович,Бавария,defender,30,14
Россия,Алексеев Андрей Данилович,Локомотив,defender,145,77
Португалия,Алексеев Олег Вячеславович,Спартак,halfdefender,21,13
Бразилия,Филиппов Артём Максимович,Ливерпуль,attacker,64,24
Нидерланды,Фролов Дмитрий Матвеевич,Зенит,attacker,37,11
Франция,Смирнов Владимир Эльдарович,ЦСКА,defender,26,7
Германия,Рябов Пётр Рустамович,Локомотив,halfdefender,33,14
Франция,Смирнов Дмитрий Ильич,ПСЖ,halfdefender,31,1
Италия,Егоров Роман Тарасович,Реал Мадрид,halfdefender,33,4
Бразилия,Григорьев Фёдор Эльдарович,Ювентус,defender,1,1
Нидерланды,Барсуков Константин Равильевич,Динамо,attacker,3,1
Италия,Степанов Ярослав Эльдарович,Барселона,halfdefender,106,46
Франция,Фомин Анатолий Михайлович,Реал Мадрид,halfdefender,46,2
Россия,Семёнов Никита Сергеевич,Зенит,defender,27,0
Россия,Кузнецов Денис Валентинович,ЦСКА,halfdefender,175,66
Португалия,Андреев Степан Матвеевич,Арсенал,defender,15,10
Италия,Морозов Григорий Антонович,Реал Мадрид,attacker,137,44
Испания,Васильев Вадим Ярославович,Зенит,goalkeeper,16,-7
Аргентина,Мельников Вадим Валерьевич,ПСЖ,goalkeeper,163,-147
Аргентина,Савельев Михаил Степанович,Локомотив,defender,132,6
Бразилия,Козлов Станислав Егорович,Бавария,halfdefender,74,10
Россия,Козлов Павел Константинович,ЦСКА,defender,83,41
Испания,Тарасов Андрей Радмирович,Спартак,defender,137,10
Португалия,Макаров Георгий Игоревич,Барселона,goalkeeper,148,-1
Франция,Тарасов Георгий Русланович,Локомотив,halfdefender,115,38
Португалия,Смирнов Сергей Романович,Ливерпуль,attacker,41,2
Германия,Иванов Владимир Борисович,Барселона,attacker,61,41
Бразилия,Егоров Вадим Максимович,ПСЖ,attacker,27,18
Аргентина,Макаров Григорий Викторович,ЦСКА,defender,141,43
Португалия,Данилов Матвей Степанович,Динамо,halfdefender,144,2
Бразилия,Фёдоров Юрий Арсеньевич,Арсенал,attacker,54,36
Италия,Кудрявцев Дмитрий Кириллович,Ливерпуль,halfdefender,126,65
Англия,Филиппов Денис Дмитриевич,Спартак,attacker,125,45
Англия,Филиппов Фёдор Семёнович,Барселона,halfdefender,153,12
Португалия,Морозов Фёдор Антонович,Арсенал,halfdefender,112,90
Франция,Павлов Егор Александрович,Ливерпуль,attacker,5,1
Аргентина,Соколов Фёдор Георгиевич,Спартак,goalkeeper,68,-53
Германия,Смирнов Юрий Максимович,Манчестер Сити,attacker,14,14
Аргентина,Медведев Анатолий Борисович,Барселона,attacker,174,81
Англия,Марков Станислав Кириллович,Локомотив,defender,143,12
Бразилия,Новиков Андрей Викторович,Арсенал,attacker,146,30
Англия,Смирнов Тихон Станиславович,Ливерпуль,attacker,90,36
Нидерланды,Беляев Лев Леонидович,Зенит,halfdefender,39,16
Англия,Яковлев Даниил Данилович,Арсенал,halfdefender,17,3
Аргентина,Андреев Михаил Эдуардович,Зенит,defender,33,12
Англия,Никитин Дмитрий Иванович,Динамо,defender,125,67
Испания,Шестаков Андрей Ярославович,Ювентус,goalkeeper,76,-17
Нидерланды,Новиков Вячеслав Радмирович,Динамо,attacker,158,45
Германия,Лазарев Тимофей Ильич,Манчестер Сити,defender,73,15
Испания,Фомин Роман Владимирович,Реал Мадрид,halfdefender,98,25
Португалия,Козлов Константин Ильич,Ювентус,defender,140,3
Германия,Гусев Степан Тарасович,ЦСКА,defender,26,1
Нидерланды,Макаров Юрий Олегович,Зенит,attacker,141,55
Нидерланды,Егоров Анатолий Кириллович,ЦСКА,halfdefender,55,51
Бразилия,Андреев Виктор Михайлович,Ювентус,attacker,152,58
Германия,Беляев Иван Семёнович,ПСЖ,halfdefender,91,86
Испания,Титов Пётр Кириллович,ЦСКА,halfdefender,16,10
Португалия,Антонов Пётр Васильевич,Манчестер Сити,halfdefender,76,49
Аргентина,Кузнецов Артём Павлович,Зенит,goalkeeper,162,-73
Испания,Марков Максим Александрович,Бавария,attacker,29,11
Португалия,Новиков Павел Юрьевич,ПСЖ,defender,130,87
Франция,Мельников Дмитрий Данилович,Ювентус,attacker,171,37
Нидерланды,Кудрявцев Роман Олегович,Барселона,attacker,154,17
Испания,Петров Илья Васильевич,Барселона,attacker,141,61
Германия,Смирнов Илья Данилович,Реал Мадрид,halfdefender,34,29
Россия,Волков Лев Максимович,Динамо,defender,128,38
Нидерланды,Морозов Пётр Григорьевич,Арсенал,halfdefender,116,73
Бразилия,Андреев Дмитрий Михайлович,Ливерпуль,defender,78,17
Италия,Алексеев Георгий Рустамович,Бавария,halfdefender,15,10
Италия,Смирнов Кирилл Маркович,Локомотив,defender,157,40
Франция,Жуков Павел Леонидович,Арсенал,halfdefender,82,41
Португалия,Савельев Анатолий Ильич,Локомотив,defender,149,28
Нидерланды,Мельников Лев Романович,Спартак,attacker,61,47
Нидерланды,Павлов Роман Витальевич,Ливерпуль,halfdefender,72,59
Италия,Кузнецов Андрей Анатольевич,Спартак,defender,125,81
Португалия,Орлов Кирилл Петрович,Арсенал,defender,138,87
Германия,Тарасов Валерий Романович,Манчестер Сити,halfdefender,124,31
Франция,Шестаков Лев Петрович,Бавария,goalkeeper,96,-64
Аргентина,Касаткин Глеб Игоревич,Реал Мадрид,halfdefender,110,33
Италия,Волков Кирилл Михайлович,ЦСКА,goalkeeper,156,-136
Нидерланды,Яковлев Андрей Равильевич,Арсенал,attacker,93,23
Португалия,Антонов Иван Петрович,Динамо,attacker,167,18
Германия,Лазарев Никита Дмитриевич,Барселона,attacker,49,33
Нидерланды,Калинин Олег Равильевич,Ливерпуль,defender,25,14
Германия,Данилов Матвей Равильевич,ПСЖ,halfdefender,21,19
Испания,Никитин Никита Валерьевич,Реал Мадрид,halfdefender,39,1
Нидерланды,Данилов Даниил Геннадьевич,Манчестер Сити,attacker,127,83
Аргентина,Рябов Максим Фёдорович,Динамо,halfdefender,179,69
Аргентина,Куликов Глеб Тимофеевич,Зенит,defender,115,18
